metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.56963,0.52037,0.52546,0.1964,0.01206,4.89836,1.49672,1,1764651031,,False,1,476b5_00004,2025-12-02_12-50-31,444.80186772346497,444.80186772346497,21138,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,444.80186772346497,1
0.59362,0.49329,0.50058,0.1474,0.01433,4.94421,1.62179,2,1764651066,,False,2,476b5_00004,2025-12-02_12-51-06,34.045403718948364,478.84727144241333,21138,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,478.84727144241333,2
0.63977,0.51607,0.53662,0.20379,0.01263,4.53389,1.53777,3,1764651099,,False,3,476b5_00004,2025-12-02_12-51-39,33.43739151954651,512.2846629619598,21138,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,512.2846629619598,3
0.61243,0.49166,0.51939,0.15911,0.01464,4.73546,1.69453,4,1764651132,,False,4,476b5_00004,2025-12-02_12-52-12,32.83114242553711,545.115805387497,21138,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,545.115805387497,4
0.59816,0.4885,0.47663,0.11477,0.01646,4.61408,1.88362,5,1764651165,,False,5,476b5_00004,2025-12-02_12-52-45,32.92466711997986,578.0404725074768,21138,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,578.0404725074768,5
0.66149,0.55994,0.60585,0.21395,0.01404,4.32331,1.59547,6,1764651198,,False,6,476b5_00004,2025-12-02_12-53-18,33.00597357749939,611.0464460849762,21138,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,611.0464460849762,6
0.62963,0.51641,0.55621,0.20879,0.01289,4.45305,1.52468,7,1764651231,,False,7,476b5_00004,2025-12-02_12-53-51,32.78707814216614,643.8335242271423,21138,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,643.8335242271423,7
0.65643,0.52562,0.57158,0.22792,0.01233,4.12365,1.45249,8,1764651264,,False,8,476b5_00004,2025-12-02_12-54-24,33.10006618499756,676.9335904121399,21138,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,676.9335904121399,8
0.70706,0.60568,0.67238,0.28987,0.01227,3.76832,1.45809,9,1764651297,,False,9,476b5_00004,2025-12-02_12-54-57,32.588186264038086,709.521776676178,21138,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,709.521776676178,9
0.71702,0.61946,0.68541,0.32547,0.01009,3.51757,1.31566,10,1764651329,,False,10,476b5_00004,2025-12-02_12-55-29,32.527915954589844,742.0496926307678,21138,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,742.0496926307678,10
