metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.31788,0.32523,0.24267,0.06107,0.04493,9.93003,1.95308,1,1764650275,,False,1,476b5_00003,2025-12-02_12-37-55,163.36651253700256,163.36651253700256,20458,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,163.36651253700256,1
0.5765,0.48979,0.50049,0.15091,0.03921,6.95883,1.67656,2,1764650311,,False,2,476b5_00003,2025-12-02_12-38-31,34.56629300117493,197.9328055381775,20458,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,197.9328055381775,2
0.61486,0.50896,0.52263,0.17438,0.03756,7.13693,1.63453,3,1764650345,,False,3,476b5_00003,2025-12-02_12-39-05,34.13576912879944,232.06857466697693,20458,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,232.06857466697693,3
0.63457,0.52472,0.54329,0.17681,0.03831,6.39309,1.58637,4,1764650380,,False,4,476b5_00003,2025-12-02_12-39-40,34.18088436126709,266.249459028244,20458,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,266.249459028244,4
0.6257,0.54964,0.57297,0.18172,0.03839,6.28464,1.62567,5,1764650414,,False,5,476b5_00003,2025-12-02_12-40-14,34.067729234695435,300.31718826293945,20458,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,300.31718826293945,5
0.69633,0.55466,0.61357,0.23325,0.0346,5.38757,1.48242,6,1764650448,,False,6,476b5_00003,2025-12-02_12-40-48,33.93472170829773,334.2519099712372,20458,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,334.2519099712372,6
0.70104,0.548,0.61558,0.19212,0.03762,5.84754,1.6189,7,1764650481,,False,7,476b5_00003,2025-12-02_12-41-21,33.39173126220703,367.6436412334442,20458,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,367.6436412334442,7
0.75319,0.57672,0.66087,0.2504,0.03473,5.19972,1.51768,8,1764650515,,False,8,476b5_00003,2025-12-02_12-41-55,33.95395302772522,401.59759426116943,20458,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,401.59759426116943,8
0.719,0.61911,0.6723,0.28737,0.03145,5.27908,1.41935,9,1764650549,,False,9,476b5_00003,2025-12-02_12-42-29,33.92880034446716,435.5263946056366,20458,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,435.5263946056366,9
0.67383,0.57921,0.61849,0.2603,0.03153,5.24934,1.41581,10,1764650583,,True,10,476b5_00003,2025-12-02_12-43-03,34.273305892944336,469.79970049858093,20458,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,469.79970049858093,10
