metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.34621,0.31973,0.23574,0.05766,0.01089,2.98198,2.09277,1,1764648765,,False,1,476b5_00001,2025-12-02_12-12-45,568.8439280986786,568.8439280986786,18653,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,568.8439280986786,1
0.30396,0.28527,0.18876,0.03527,0.01217,3.08341,2.30375,2,1764648799,,False,2,476b5_00001,2025-12-02_12-13-19,32.81806802749634,601.6619961261749,18653,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,601.6619961261749,2
0.49837,0.42808,0.38234,0.08179,0.01054,2.89829,1.96075,3,1764648832,,False,3,476b5_00001,2025-12-02_12-13-52,33.12233304977417,634.7843291759491,18653,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,634.7843291759491,3
0.53791,0.45001,0.44449,0.1232,0.00976,2.44141,1.81213,4,1764648865,,False,4,476b5_00001,2025-12-02_12-14-25,32.5166072845459,667.300936460495,18653,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,667.300936460495,4
0.62007,0.48009,0.51074,0.13903,0.00949,2.19652,1.71275,5,1764648897,,False,5,476b5_00001,2025-12-02_12-14-57,32.44422888755798,699.745165348053,18653,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,699.745165348053,5
0.67963,0.53427,0.57781,0.17848,0.0089,2.11817,1.65301,6,1764648931,,False,6,476b5_00001,2025-12-02_12-15-31,33.39799928665161,733.1431646347046,18653,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,733.1431646347046,6
0.66579,0.50046,0.55601,0.17988,0.00895,2.1381,1.62913,7,1764648963,,False,7,476b5_00001,2025-12-02_12-16-03,32.38928842544556,765.5324530601501,18653,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,765.5324530601501,7
0.6449,0.54608,0.57283,0.17573,0.00863,1.99995,1.58987,8,1764648996,,False,8,476b5_00001,2025-12-02_12-16-36,32.46411395072937,797.9965670108795,18653,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,797.9965670108795,8
0.67947,0.58167,0.6275,0.22937,0.00857,1.77405,1.58054,9,1764649028,,False,9,476b5_00001,2025-12-02_12-17-08,32.1908392906189,830.1874063014984,18653,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,830.1874063014984,9
0.67122,0.54953,0.58498,0.16401,0.01013,2.14131,1.84668,10,1764649061,,True,10,476b5_00001,2025-12-02_12-17-41,32.95004153251648,863.1374478340149,18653,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,863.1374478340149,10
