metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.85141,0.67217,0.7701,0.43299,0.01323,5.72466,1.20794,42,1764647620,,False,42,476b5_00000,2025-12-02_11-53-40,32.16794490814209,1803.270714044571,16907,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,1803.270714044571,42
0.83415,0.67258,0.7551,0.39181,0.0151,6.38653,1.27542,43,1764647652,,False,43,476b5_00000,2025-12-02_11-54-12,32.490325927734375,1835.7610399723053,16907,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,1835.7610399723053,43
0.84261,0.68008,0.76726,0.42826,0.01319,5.75703,1.18894,44,1764647685,,False,44,476b5_00000,2025-12-02_11-54-45,32.71997046470642,1868.4810104370117,16907,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,1868.4810104370117,44
0.82514,0.6785,0.76363,0.41098,0.01413,6.12687,1.23026,45,1764647717,,False,45,476b5_00000,2025-12-02_11-55-17,32.51348805427551,1900.9944984912872,16907,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,1900.9944984912872,45
0.82632,0.63763,0.72682,0.38528,0.01422,6.79454,1.21576,46,1764647750,,False,46,476b5_00000,2025-12-02_11-55-50,32.31586194038391,1933.3103604316711,16907,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,1933.3103604316711,46
0.82672,0.67534,0.7629,0.44566,0.01258,5.80382,1.17008,47,1764647782,,False,47,476b5_00000,2025-12-02_11-56-22,32.05084991455078,1965.361210346222,16907,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,1965.361210346222,47
0.8527,0.67251,0.77064,0.44333,0.01296,6.07615,1.17687,48,1764647814,,False,48,476b5_00000,2025-12-02_11-56-54,32.548009634017944,1997.9092199802399,16907,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,1997.9092199802399,48
0.83738,0.67703,0.76537,0.43826,0.01351,6.27461,1.19223,49,1764647847,,False,49,476b5_00000,2025-12-02_11-57-27,32.230806827545166,2030.140026807785,16907,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,2030.140026807785,49
0.8356,0.69824,0.78967,0.46184,0.0125,5.62552,1.16193,50,1764647879,,False,50,476b5_00000,2025-12-02_11-57-59,32.181922912597656,2062.3219497203827,16907,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,2062.3219497203827,50
0.81604,0.68062,0.75865,0.40365,0.01472,6.71231,1.25019,51,1764647911,,False,51,476b5_00000,2025-12-02_11-58-31,32.72126913070679,2095.0432188510895,16907,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,2095.0432188510895,51
0.81417,0.64045,0.73102,0.44492,0.01191,6.7124,1.12673,52,1764647943,,False,52,476b5_00000,2025-12-02_11-59-03,31.937050104141235,2126.9802689552307,16907,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,2126.9802689552307,52
0.83352,0.6084,0.72896,0.41296,0.01323,6.82055,1.18628,53,1764647974,,False,53,476b5_00000,2025-12-02_11-59-34,30.96296763420105,2157.9432365894318,16907,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,2157.9432365894318,53
0.84642,0.68608,0.77726,0.46658,0.01223,5.99729,1.14211,54,1764648006,,False,54,476b5_00000,2025-12-02_12-00-06,31.133131980895996,2189.0763685703278,16907,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,2189.0763685703278,54
0.86787,0.66118,0.76579,0.45315,0.01266,6.6694,1.15265,55,1764648037,,False,55,476b5_00000,2025-12-02_12-00-37,31.440460443496704,2220.5168290138245,16907,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,2220.5168290138245,55
0.82846,0.67246,0.76554,0.46465,0.01221,6.32716,1.13954,56,1764648068,,False,56,476b5_00000,2025-12-02_12-01-08,30.939514636993408,2251.456343650818,16907,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,2251.456343650818,56
0.82964,0.67494,0.7646,0.4761,0.01121,6.25701,1.0938,57,1764648099,,False,57,476b5_00000,2025-12-02_12-01-39,31.370686531066895,2282.8270301818848,16907,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,2282.8270301818848,57
0.83971,0.66089,0.75978,0.44828,0.01244,6.42806,1.15102,58,1764648131,,False,58,476b5_00000,2025-12-02_12-02-11,31.518085479736328,2314.345115661621,16907,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,2314.345115661621,58
0.83703,0.65355,0.75049,0.45727,0.01185,6.91952,1.11919,59,1764648162,,False,59,476b5_00000,2025-12-02_12-02-42,31.18570113182068,2345.5308167934418,16907,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,2345.5308167934418,59
0.85246,0.65935,0.76107,0.48185,0.01108,6.59168,1.09324,60,1764648193,,True,60,476b5_00000,2025-12-02_12-03-13,31.17182183265686,2376.7026386260986,16907,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,2376.7026386260986,60
