metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.7335,0.56492,0.64225,0.28654,0.04219,5.4625,1.40835,11,1764649485,,False,11,476b5_00002,2025-12-02_12-24-45,34.13242983818054,419.64668822288513,19500,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,419.64668822288513,11
0.71103,0.55093,0.61917,0.26275,0.044,5.42348,1.41584,12,1764649518,,False,12,476b5_00002,2025-12-02_12-25-18,33.21690559387207,452.8635938167572,19500,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,452.8635938167572,12
0.75672,0.60435,0.68379,0.33271,0.03903,4.99461,1.31313,13,1764649551,,False,13,476b5_00002,2025-12-02_12-25-51,33.47440791130066,486.33800172805786,19500,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,486.33800172805786,13
0.73622,0.62242,0.68336,0.30648,0.04162,5.23022,1.38792,14,1764649585,,False,14,476b5_00002,2025-12-02_12-26-25,33.28600335121155,519.6240050792694,19500,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,519.6240050792694,14
0.72525,0.60862,0.67965,0.30177,0.04113,5.13323,1.37264,15,1764649617,,False,15,476b5_00002,2025-12-02_12-26-57,32.900895833969116,552.5249009132385,19500,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,552.5249009132385,15
0.72182,0.54858,0.62242,0.29016,0.04014,5.89621,1.37654,16,1764649651,,False,16,476b5_00002,2025-12-02_12-27-31,33.397619009017944,585.9225199222565,19500,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,585.9225199222565,16
0.73287,0.60753,0.6817,0.33139,0.03876,5.10669,1.3094,17,1764649684,,False,17,476b5_00002,2025-12-02_12-28-04,33.027533531188965,618.9500534534454,19500,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,618.9500534534454,17
0.78155,0.65038,0.72866,0.35199,0.03765,4.72149,1.30964,18,1764649717,,False,18,476b5_00002,2025-12-02_12-28-37,32.96221137046814,651.9122648239136,19500,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,651.9122648239136,18
0.77232,0.60838,0.68987,0.33884,0.03863,5.38045,1.3146,19,1764649750,,False,19,476b5_00002,2025-12-02_12-29-10,33.008933782577515,684.9211986064911,19500,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,684.9211986064911,19
0.74931,0.59414,0.66922,0.29065,0.04239,5.11484,1.38783,20,1764649783,,False,20,476b5_00002,2025-12-02_12-29-43,32.92750549316406,717.8487040996552,19500,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,717.8487040996552,20
0.73966,0.60743,0.67294,0.29261,0.04263,5.16749,1.39871,21,1764649815,,False,21,476b5_00002,2025-12-02_12-30-15,31.830243587493896,749.678947687149,19500,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,749.678947687149,21
0.80412,0.59903,0.70204,0.30706,0.04477,5.2174,1.42775,22,1764649848,,False,22,476b5_00002,2025-12-02_12-30-48,32.87175130844116,782.5506989955902,19500,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,782.5506989955902,22
0.77459,0.59208,0.68836,0.29555,0.04404,5.25383,1.42172,23,1764649880,,False,23,476b5_00002,2025-12-02_12-31-20,32.4317102432251,814.9824092388153,19500,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,814.9824092388153,23
0.78397,0.661,0.7463,0.36548,0.03918,4.5676,1.30744,24,1764649913,,False,24,476b5_00002,2025-12-02_12-31-53,32.95728874206543,847.9396979808807,19500,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,847.9396979808807,24
0.79254,0.64599,0.73402,0.3676,0.03808,4.58215,1.29063,25,1764649946,,False,25,476b5_00002,2025-12-02_12-32-26,32.67059636116028,880.610294342041,19500,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,880.610294342041,25
0.79946,0.64537,0.7326,0.31983,0.04386,4.9601,1.3969,26,1764649978,,False,26,476b5_00002,2025-12-02_12-32-58,32.343947410583496,912.9542417526245,19500,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,912.9542417526245,26
0.80996,0.6396,0.7352,0.34267,0.04195,4.89138,1.38842,27,1764650011,,False,27,476b5_00002,2025-12-02_12-33-31,32.47125244140625,945.4254941940308,19500,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,945.4254941940308,27
0.78867,0.65555,0.73729,0.35792,0.0387,4.73171,1.30395,28,1764650043,,False,28,476b5_00002,2025-12-02_12-34-03,32.596144676208496,978.0216388702393,19500,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,978.0216388702393,28
0.82074,0.61746,0.726,0.33278,0.04142,5.04328,1.36181,29,1764650076,,False,29,476b5_00002,2025-12-02_12-34-36,33.22871804237366,1011.2503569126129,19500,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,1011.2503569126129,29
0.7978,0.63641,0.72652,0.33006,0.04327,5.04391,1.40239,30,1764650109,,True,30,476b5_00002,2025-12-02_12-35-09,32.92150354385376,1044.1718604564667,19500,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,1044.1718604564667,30
