metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.82275,0.62507,0.72368,0.38536,0.02717,5.26558,1.26385,13,1764657939,,False,13,476b5_00009,2025-12-02_14-45-39,32.3504114151001,1279.7546515464783,26589,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,1279.7546515464783,13
0.80253,0.63391,0.72372,0.34125,0.03087,5.38376,1.34889,14,1764657970,,False,14,476b5_00009,2025-12-02_14-46-10,31.328169345855713,1311.082820892334,26589,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,1311.082820892334,14
0.78478,0.63345,0.71783,0.3415,0.03049,5.52615,1.33784,15,1764658003,,False,15,476b5_00009,2025-12-02_14-46-43,32.470858097076416,1343.5536789894104,26589,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,1343.5536789894104,15
0.79703,0.60745,0.71042,0.35992,0.02844,5.2647,1.29565,16,1764658035,,False,16,476b5_00009,2025-12-02_14-47-15,32.15596652030945,1375.7096455097198,26589,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,1375.7096455097198,16
0.81763,0.64413,0.73531,0.34794,0.02954,5.08218,1.31251,17,1764658067,,False,17,476b5_00009,2025-12-02_14-47-47,31.610476970672607,1407.3201224803925,26589,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,1407.3201224803925,17
0.82207,0.62816,0.72654,0.34404,0.0302,5.50496,1.32774,18,1764658098,,False,18,476b5_00009,2025-12-02_14-48-18,31.217523336410522,1438.537645816803,26589,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,1438.537645816803,18
0.82077,0.64445,0.73495,0.3635,0.02915,5.11787,1.29569,19,1764658130,,False,19,476b5_00009,2025-12-02_14-48-50,31.86491084098816,1470.4025566577911,26589,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,1470.4025566577911,19
0.81935,0.65232,0.74975,0.38384,0.02855,5.12372,1.27731,20,1764658162,,False,20,476b5_00009,2025-12-02_14-49-22,31.92675542831421,1502.3293120861053,26589,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,1502.3293120861053,20
0.80147,0.62847,0.7192,0.35364,0.02909,5.48788,1.3212,21,1764658194,,False,21,476b5_00009,2025-12-02_14-49-54,31.966326236724854,1534.2956383228302,26589,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,1534.2956383228302,21
0.79913,0.63397,0.72805,0.35115,0.02971,5.41309,1.33959,22,1764658225,,False,22,476b5_00009,2025-12-02_14-50-25,31.89975929260254,1566.1953976154327,26589,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,1566.1953976154327,22
0.81177,0.66268,0.74872,0.36418,0.02905,5.17074,1.32004,23,1764658257,,False,23,476b5_00009,2025-12-02_14-50-57,31.75751280784607,1597.9529104232788,26589,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,1597.9529104232788,23
0.83875,0.66591,0.7394,0.38617,0.02838,5.29069,1.26445,24,1764658289,,False,24,476b5_00009,2025-12-02_14-51-29,31.68928360939026,1629.642194032669,26589,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,1629.642194032669,24
0.8447,0.63333,0.7396,0.35196,0.03111,5.27842,1.35553,25,1764658321,,False,25,476b5_00009,2025-12-02_14-52-01,31.96508550643921,1661.6072795391083,26589,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,1661.6072795391083,25
0.82423,0.66122,0.75546,0.37067,0.02958,5.1308,1.29617,26,1764658353,,False,26,476b5_00009,2025-12-02_14-52-33,31.920267343521118,1693.5275468826294,26589,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,1693.5275468826294,26
0.81795,0.61652,0.72838,0.38079,0.02749,5.73587,1.27124,27,1764658385,,False,27,476b5_00009,2025-12-02_14-53-05,32.13278651237488,1725.6603333950043,26589,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,1725.6603333950043,27
0.83005,0.65842,0.74274,0.36876,0.02949,5.4525,1.32539,28,1764658417,,False,28,476b5_00009,2025-12-02_14-53-37,31.593008041381836,1757.253341436386,26589,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,1757.253341436386,28
0.81188,0.65383,0.74762,0.38193,0.02834,5.28036,1.25861,29,1764658449,,False,29,476b5_00009,2025-12-02_14-54-09,31.861867666244507,1789.1152091026306,26589,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,1789.1152091026306,29
0.81858,0.65212,0.75535,0.37029,0.02961,5.39481,1.29266,30,1764658480,,True,30,476b5_00009,2025-12-02_14-54-40,31.780463218688965,1820.8956723213196,26589,autodl-container-bfc840bf61-9a26cdb5,172.17.0.4,1820.8956723213196,30
